name,league,age,minutes,goals,assists
Jean-Clair Todibo,eng Premier League,24.0,1825,0,0
Harry Toffolo,eng Premier League,28.0,137,0,0
Umut Tohumcu,de Bundesliga,19.0,375,0,1
Corentin Tolisso,fr Ligue 1,29.0,2329,7,4
John Tolkin,de Bundesliga,22.0,737,0,2
Rafael Tolói,it Serie A,33.0,468,0,0
Raúl de Tomás,es La Liga,29.0,22,0,0
Tiago Tomás,de Bundesliga,22.0,1884,6,1
Takehiro Tomiyasu,eng Premier League,25.0,7,0,0
Fikayo Tomori,it Serie A,26.0,1593,0,1
Sandro Tonali,eng Premier League,24.0,2630,4,2
Luka Topalović,it Serie A,18.0,11,0,0
Pablo Torre,es La Liga,21.0,310,3,1
David Torres,es La Liga,21.0,1387,0,0
Ferrán Torres,es La Liga,24.0,1106,10,6
Pau Torres,eng Premier League,27.0,2020,0,0
Lucas Torró,es La Liga,30.0,2957,3,0
Lorenzo Tosto,it Serie A,18.0,1,0,0
Abdoulaye Touré,fr Ligue 1,30.0,2324,10,1
Bazoumana Touré,de Bundesliga,18.0,609,0,3
Birama Touré,fr Ligue 1,32.0,300,0,0
Ousmane Toure,fr Ligue 1,19.0,6,0,0
Souleymane Touré,it Serie A,21.0,733,1,0
Lucas Tousart,de Bundesliga,27.0,561,0,1
Conor Townsend,eng Premier League,31.0,335,0,1
Adama Traoré,eng Premier League,28.0,1772,2,7
Boubacar Traoré,eng Premier League,22.0,1,0,0
Hamari Traoré,es La Liga,32.0,700,0,1
Omar Traoré,de Bundesliga,26.0,2616,0,1
Kevin Trapp,de Bundesliga,34.0,2295,0,0
Mark Travers,eng Premier League,25.0,450,0,0
Óscar Trejo,es La Liga,36.0,496,1,0
Philipp Treu,de Bundesliga,23.0,2881,0,2
Ryan Trevitt,eng Premier League,21.0,4,0,0
Christopher Trimmel,de Bundesliga,37.0,1740,0,3
Kieran Trippier,eng Premier League,33.0,1309,0,3
Leandro Trossard,eng Premier League,29.0,2546,8,7
Adrien Truffert,fr Ligue 1,22.0,2752,2,2
Kostas Tsimikas,eng Premier League,28.0,837,0,1
Viktor Tsyhankov,es La Liga,26.0,1913,2,5
Axel Tuanzebe,eng Premier League,26.0,1710,0,1
Stefano Turati,it Serie A,22.0,2676,0,0
Beñat Turrientes,es La Liga,22.0,942,0,0
Tuta,de Bundesliga,25.0,2274,2,1
Christantus Uche,es La Liga,21.0,2486,4,6
Destiny Udogie,eng Premier League,21.0,1924,0,1
Manuel Ugarte Ribeiro,eng Premier League,23.0,1785,1,2
Lesley Ugochukwu,eng Premier League,20.0,1655,1,1
Lukas Ullrich,de Bundesliga,20.0,1903,1,2
Sven Ulreich,de Bundesliga,35.0,90,0,0
Enes Ünal,eng Premier League,27.0,345,2,1
Deniz Undav,de Bundesliga,28.0,1726,9,3
Naci Ünüvar,es La Liga,21.0,31,0,0
Dayot Upamecano,de Bundesliga,25.0,1759,2,0
Kacper Urbanski,it Serie A,19.0,247,1,0
Kacper Urbanski,it Serie A,19.0,500,0,0
Jonas Urbig,de Bundesliga,20.0,720,0,0
Can Uzun,de Bundesliga,18.0,675,4,1
Josha Vagnoman,de Bundesliga,23.0,1834,1,1
Lautaro Valenti,it Serie A,25.0,1556,1,0
Óscar Valentín,es La Liga,29.0,1835,0,0
Nicolás Valentini,it Serie A,23.0,1129,0,0
Germán Valera,es La Liga,22.0,148,0,0
Emanuele Valeri,it Serie A,25.0,2873,2,6
Martin Valjent,es La Liga,28.0,2763,3,0
Álex Valle,it Serie A,20.0,1030,0,0
Jesús Vallejo,es La Liga,27.0,138,0,1
Mattia Valoti,it Serie A,30.0,40,0,0
Federico Valverde,es La Liga,26.0,3032,6,4
Ignace Van Der Brempt,it Serie A,22.0,1257,0,1
Siebe Van Der Heyden,es La Liga,26.0,97,0,0
Siebe Van Der Heyden,de Bundesliga,26.0,872,1,0
Virgil van Dijk,eng Premier League,33.0,3330,3,1
Vanderson,fr Ligue 1,23.0,2064,1,3
Maarten Vandevoordt,de Bundesliga,22.0,429,0,0
Jamie Vardy,eng Premier League,37.0,2823,9,4
Ruben Vargas,es La Liga,25.0,671,2,1
Ruben Vargas,de Bundesliga,25.0,305,0,0
Nikola Vasilj,de Bundesliga,28.0,2969,0,0
Devis Vásquez,it Serie A,26.0,2880,0,0
Johan Vásquez,it Serie A,25.0,3041,3,0
Denis Vavro,de Bundesliga,28.0,2461,2,0
José Luis García Vayá,es La Liga,25.0,1742,2,2
Robinio Vaz,fr Ligue 1,17.0,75,0,0
Jesus Vazquez,es La Liga,21.0,919,0,0
Lucas Vázquez,es La Liga,33.0,2189,1,5
Matías Vecino,it Serie A,32.0,877,2,3
Danilo Veiga,it Serie A,21.0,374,0,0
Renato Veiga,eng Premier League,21.0,181,0,0
Renato Veiga,it Serie A,21.0,1093,0,1
Alejo Véliz,es La Liga,20.0,1127,1,0
Miloš Veljković,de Bundesliga,28.0,1029,0,1
Joël Veltman,eng Premier League,32.0,1697,0,0
Micky van de Ven,eng Premier League,23.0,1015,0,2
Lorenzo Venturino,it Serie A,18.0,167,2,0
Nikolas Veratschnig,de Bundesliga,21.0,364,0,0
Bart Verbruggen,eng Premier League,21.0,3240,0,1
Simone Verdi,it Serie A,32.0,115,0,0
Jordan Veretout,fr Ligue 1,31.0,1553,2,0
Arthur Vermeeren,de Bundesliga,19.0,1572,0,2
Yorbe Vertessen,de Bundesliga,23.0,718,1,0
Mikel Vesga,es La Liga,31.0,988,0,0
Jannik Vestergaard,eng Premier League,31.0,1391,0,0
Ben Viadere,fr Ligue 1,18.0,5,0,0
Guglielmo Vicario,eng Premier League,27.0,2160,0,0
Carlos Vicente,es La Liga,25.0,3092,5,5
Pau Victor,es La Liga,22.0,319,2,1
Nacho Vidal,es La Liga,29.0,124,0,0
Gabriel Vidovic,de Bundesliga,20.0,4,0,0
Gabriel Vidovic,de Bundesliga,20.0,24,0,0
Fran Vieites,es La Liga,25.0,360,0,0
Sergio Viera,es La Liga,19.0,96,0,0
Samuele Vignato,it Serie A,20.0,470,0,0
Asier Villalibre,es La Liga,26.0,333,1,1
Iván Villar,es La Liga,27.0,360,0,0
Carlos Vinícius,eng Premier League,29.0,16,0,0
Nicolas Viola,it Serie A,34.0,1267,3,1
Viti,es La Liga,26.0,1982,0,2
Mattia Viti,it Serie A,22.0,2572,1,0
Vitinha,it Serie A,24.0,1328,2,3
Vitinha,fr Ligue 1,24.0,2042,5,1
Daniel Vivian,es La Liga,25.0,2608,4,0
Krapyvtsov Vladyslav,es La Liga,19.0,180,0,0
Dušan Vlahović,it Serie A,24.0,1784,10,4
Vanja Vlahović,it Serie A,20.0,60,0,0
Nikola Vlašić,it Serie A,26.0,2117,5,4
Alessandro Vogliacco,it Serie A,25.0,715,2,0
Alessandro Vogliacco,it Serie A,25.0,772,0,0
Kevin Vogt,de Bundesliga,32.0,1367,1,0
Mërgim Vojvoda,it Serie A,29.0,1105,0,0
Mërgim Vojvoda,it Serie A,29.0,717,1,2
Kevin Volland,de Bundesliga,32.0,61,0,0
Aster Vranckx,de Bundesliga,21.0,556,0,0
Stefan de Vrij,it Serie A,32.0,1636,3,0
Ibrahima Wadji,fr Ligue 1,29.0,347,0,0
Robert Wagner,de Bundesliga,21.0,407,0,0
Elye Wahi,fr Ligue 1,21.0,574,3,1
Elye Wahi,de Bundesliga,21.0,196,0,0
Hauke Wahl,de Bundesliga,30.0,2970,0,0
Kyle Walker,eng Premier League,34.0,970,0,0
Kyle Walker,it Serie A,34.0,659,0,0
Kyle Walker-Peters,eng Premier League,27.0,2918,0,2
Christian Walton,eng Premier League,28.0,630,0,0
Sebastian Walukiewicz,it Serie A,24.0,1661,0,0
Sebastian Walukiewicz,it Serie A,24.0,180,0,0
Aaron Wan-Bissaka,eng Premier League,26.0,3154,2,5
Paul Wanner,de Bundesliga,18.0,1771,3,2
Danny Ward,eng Premier League,31.0,135,0,0
Joel Ward,eng Premier League,34.0,71,0,0
James Ward-Prowse,eng Premier League,29.0,1039,1,1
James Ward-Prowse,eng Premier League,29.0,400,0,1
Kjell-Arik Wätjen,de Bundesliga,18.0,16,0,0
Ollie Watkins,eng Premier League,28.0,2598,16,8
Timothy Weah,it Serie A,24.0,1638,5,2
Adam Webster,eng Premier League,29.0,887,0,0
Julian Weigl,de Bundesliga,28.0,2881,0,2
Timon Weiner,de Bundesliga,25.0,2250,0,0
Nelson Weiper,de Bundesliga,19.0,704,3,2
Mitchell Weiser,de Bundesliga,30.0,2868,5,9
Noah Weißhaupt,de Bundesliga,22.0,1160,1,0
Noah Weißhaupt,de Bundesliga,22.0,80,0,0
Danny Welbeck,eng Premier League,33.0,2115,10,4
Welington,eng Premier League,23.0,482,0,0
Timo Werner,eng Premier League,28.0,516,0,3
Adam Wharton,eng Premier League,20.0,1318,0,2
Ben White,eng Premier League,26.0,1198,0,2
Silvan Widmer,de Bundesliga,31.0,504,0,1
Mats Wieffer,eng Premier League,24.0,1015,1,3
Mateusz Wieteska,it Serie A,27.0,184,0,0
Caleb Wiley,fr Ligue 1,19.0,266,0,1
Iñaki Williams,es La Liga,30.0,2652,6,8
Neco Williams,eng Premier League,23.0,2594,1,3
Nico Williams,es La Liga,22.0,1996,5,5
Willian,eng Premier League,35.0,257,0,0
Joe Willock,eng Premier League,24.0,1086,0,2
Callum Wilson,eng Premier League,32.0,370,0,0
Harry Wilson,eng Premier League,27.0,1162,6,1
Patrick Wimmer,de Bundesliga,23.0,1770,3,4
Jonas Wind,de Bundesliga,25.0,1966,9,3
Harry Winks,eng Premier League,28.0,1538,0,2
Ben Winterburn,eng Premier League,19.0,24,0,0
Florian Wirtz,de Bundesliga,21.0,2351,10,12
Yoane Wissa,eng Premier League,27.0,2919,19,4
Dani de Wit,de Bundesliga,26.0,1153,2,1
Axel Witsel,es La Liga,35.0,852,0,1
Maximilian Wittek,de Bundesliga,28.0,2706,0,0
Marius Wolf,de Bundesliga,29.0,2144,1,3
Nick Woltemade,de Bundesliga,22.0,1622,12,2
Jeong Woo-yeong,de Bundesliga,24.0,1263,3,2
Chris Wood,eng Premier League,32.0,2959,20,3
Nathan Wood-Gordon,eng Premier League,22.0,773,0,0
Christopher Wooh,fr Ligue 1,22.0,1456,0,0
Luke Woolfenden,eng Premier League,25.0,1187,0,0
Granit Xhaka,de Bundesliga,31.0,2888,2,7
Lamine Yamal,es La Liga,17.0,2856,9,13
Daniel Yáñez,es La Liga,17.0,2,0,0
Erencan Yardimci,de Bundesliga,22.0,313,0,0
Yehor Yarmoliuk,eng Premier League,20.0,1450,0,0
Ryan Yates,eng Premier League,26.0,1915,2,1
John Yeboah,it Serie A,24.0,1226,1,1
Bertuğ Yıldırım,es La Liga,22.0,1083,1,0
Kenan Yıldız,it Serie A,19.0,2402,7,4
Leny Yoro,eng Premier League,18.0,1165,0,0
Ashley Young,eng Premier League,39.0,1875,1,3
Etienne Youte Kinkoue,fr Ligue 1,22.0,2320,0,0
Illia Zabarnyi,eng Premier League,21.0,3109,0,1
Eloge Zabi,fr Ligue 1,17.0,18,0,0
Mattia Zaccagni,it Serie A,29.0,2686,8,6
Dan-Axel Zagadou,de Bundesliga,25.0,29,0,0
Yoram Zague,fr Ligue 1,18.0,183,0,0
Wilfried Zaha,fr Ligue 1,31.0,73,0,0
Warren Zaïre-Emery,fr Ligue 1,18.0,2050,1,2
Miha Zajc,fr Ligue 1,30.0,262,0,0
Denis Zakaria,fr Ligue 1,27.0,2144,6,4
Arsen Zakharyan,es La Liga,21.0,73,1,0
Nicola Zalewski,it Serie A,22.0,533,0,0
Nicola Zalewski,it Serie A,22.0,435,1,1
Andre-Frank Zambo Anguissa,it Serie A,28.0,2852,6,4
Francesco Zampano,it Serie A,30.0,1639,1,2
Nicolò Zaniolo,it Serie A,25.0,343,0,0
Nicolò Zaniolo,it Serie A,25.0,356,2,2
Alessandro Zanoli,it Serie A,23.0,1711,1,0
Duván Zapata,it Serie A,33.0,587,3,0
Gabriele Zappa,it Serie A,24.0,3060,2,0
Davide Zappacosta,it Serie A,32.0,2067,4,2
Bryan Zaragoza,es La Liga,23.0,1836,1,6
Anass Zaroury,fr Ligue 1,23.0,1405,2,2
Oier Zarraga,it Serie A,25.0,896,1,0
David Zec,de Bundesliga,24.0,1541,2,0
Jordan Zemura,it Serie A,24.0,1415,1,2
Robin Zentner,de Bundesliga,29.0,2880,0,0
Alessio Zerbin,it Serie A,25.0,1518,1,1
Alessio Zerbin,it Serie A,25.0,2,0,0
Kevin Zeroli,it Serie A,19.0,395,0,1
Kevin Zeroli,it Serie A,19.0,12,0,0
Cedric Zesiger,de Bundesliga,26.0,1221,0,2
Cedric Zesiger,de Bundesliga,26.0,522,0,0
Michael Zetterer,de Bundesliga,29.0,3060,0,0
Nathan Zeze,fr Ligue 1,19.0,1512,0,0
Edon Zhegrova,fr Ligue 1,25.0,978,4,1
Piotr Zieliński,it Serie A,30.0,980,2,2
Oleksandr Zinchenko,eng Premier League,27.0,527,0,1
Melvin Zinga,fr Ligue 1,22.0,90,0,0
Joshua Zirkzee,eng Premier League,23.0,1402,3,1
Budu Zivzivadze,de Bundesliga,30.0,958,2,3
Luck Zogbé,fr Ligue 1,19.0,638,0,0
Nadir Zortea,it Serie A,25.0,2713,6,2
Aristide Zossou,fr Ligue 1,19.0,16,0,0
Yanis Zouaoui,fr Ligue 1,30.0,976,0,2
Igor Zubeldia,es La Liga,27.0,2269,0,0
Martín Zubimendi,es La Liga,25.0,2962,2,1
Edhy Zuliani,fr Ligue 1,19.0,9,0,0
Szymon Żurkowski,it Serie A,26.0,106,0,0
Martin Ødegaard,eng Premier League,25.0,2325,3,8
Milan Đurić,it Serie A,34.0,1270,4,1
Milan Đurić,it Serie A,34.0,268,1,0
